timestamp,facility,sub_area,zone_id,capacity,category,hour,day_of_week,is_weekend,is_exam_period,is_holiday,weather_condition,temperature,count_in_area,occupancy_rate
2025-09-07 00:33:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,7,6,1,0,0,clear,73.3,2,16.9
2025-09-07 01:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,7,6,1,0,0,rain,69.6,0,0.0
2025-09-07 02:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,8,6,1,0,0,rain,71.4,0,0.0
2025-09-07 02:33:26.285849,Southwest Rec Center,SWRC Weight Room,Z-SWRC-02,200,GYMS,9,6,1,0,0,clear,76.1,173,86.87
2025-09-07 03:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,9,6,1,0,0,clear,62.1,17,17.23
2025-09-07 03:18:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,10,6,1,0,0,cloudy,69.4,16,8.49
2025-09-07 03:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,10,6,1,0,0,rain,70.3,2,5.03
2025-09-07 04:03:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,10,6,1,0,0,rain,74.6,56,10.07
2025-09-07 04:18:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,11,6,1,0,0,rain,80.6,4,46.31
2025-09-07 04:33:26.285849,Southwest Rec Center,SWRC Weight Room,Z-SWRC-02,200,GYMS,11,6,1,0,0,clear,76.0,48,24.45
2025-09-07 04:48:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,11,6,1,0,0,clear,71.6,36,15.78
2025-09-07 05:33:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,12,6,1,0,0,rain,78.1,153,9.79
2025-09-07 05:48:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,12,6,1,0,0,rain,75.3,7,15.34
2025-09-07 05:48:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,12,6,1,0,0,clear,74.1,0,0.0
2025-09-07 06:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,12,6,1,0,0,rain,79.2,10,10.63
2025-09-07 06:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,13,6,1,0,0,clear,85.1,16,32.39
2025-09-07 06:18:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,13,6,1,0,0,clear,95.0,111,14.63
2025-09-07 06:18:26.285849,Southwest Rec Center,Multi-Purpose Court 6,Z-SWRC-10,30,GYMS,13,6,1,0,0,cloudy,85.1,2,54.06
2025-09-07 06:48:26.285849,Southwest Rec Center,Multi-Purpose Court 4,Z-SWRC-08,30,GYMS,13,6,1,0,0,cloudy,74.8,0,1.35
2025-09-07 07:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,14,6,1,0,0,clear,89.8,30,30.12
2025-09-07 07:48:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,14,6,1,0,0,clear,81.8,7,38.95
2025-09-07 07:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,14,6,1,0,0,rain,85.5,3,45.98
2025-09-07 09:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,15,6,1,0,0,clear,68.6,0,0.0
2025-09-07 09:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,16,6,1,0,0,cloudy,72.9,29,59.55
2025-09-07 09:48:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,16,6,1,0,0,clear,87.0,17,43.14
2025-09-07 10:18:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,17,6,1,0,0,clear,66.8,60,100.0
2025-09-07 10:18:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,17,6,1,0,0,clear,78.3,76,76.68
2025-09-07 10:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,17,6,1,0,0,clear,85.2,20,41.9
2025-09-07 10:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,17,6,1,0,0,clear,84.0,26,66.33
2025-09-07 10:48:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,17,6,1,0,0,clear,70.3,30,31.2
2025-09-07 11:03:26.285849,Southwest Rec Center,Multi-Purpose Court 1,Z-SWRC-05,30,GYMS,17,6,1,0,0,cloudy,97.1,19,66.03
2025-09-07 11:03:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,17,6,1,0,0,cloudy,68.5,240,31.55
2025-09-07 11:48:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,18,6,1,0,0,cloudy,79.0,20,16.71
2025-09-07 11:48:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,18,6,1,0,0,cloudy,61.6,41,41.76
2025-09-07 12:03:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,18,6,1,0,0,clear,73.8,47,94.72
2025-09-07 12:18:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,19,6,1,0,0,clear,75.6,86,23.67
2025-09-07 12:18:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,19,6,1,0,0,clear,71.1,24,82.61
2025-09-07 12:33:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,19,6,1,0,0,clear,67.5,12,63.46
2025-09-07 12:33:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,19,6,1,0,0,clear,86.0,0,54.27
2025-09-07 13:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,20,6,1,0,0,rain,64.3,11,23.01
2025-09-07 13:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,20,6,1,0,0,clear,72.2,0,0.0
2025-09-07 13:48:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,20,6,1,0,0,clear,72.5,0,38.25
2025-09-07 14:03:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,20,6,1,0,0,clear,79.5,17,59.25
2025-09-07 14:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,6,1,0,0,cloudy,77.2,3,3.06
2025-09-07 14:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,6,1,0,0,clear,77.2,0,0.0
2025-09-07 14:48:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,21,6,1,0,0,clear,82.3,80,34.91
2025-09-07 15:33:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,22,6,1,0,0,cloudy,71.6,5,42.38
2025-09-07 22:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,5,6,1,0,0,rain,77.6,6,12.0
2025-09-07 23:18:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,6,6,1,0,0,cloudy,81.8,42,70.7
2025-09-08 00:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,7,0,0,0,0,clear,81.6,0,0.0
2025-09-08 00:18:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,7,0,0,0,0,clear,75.7,32,53.66
2025-09-08 00:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,7,0,0,0,0,cloudy,69.8,4,8.02
2025-09-08 00:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,7,0,0,0,0,rain,81.1,0,0.0
2025-09-08 01:03:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,7,0,0,0,0,cloudy,74.4,0,0.0
2025-09-08 01:03:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,7,0,0,0,0,clear,65.6,4,47.03
2025-09-08 01:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,8,0,0,0,0,clear,73.9,10,21.52
2025-09-08 01:18:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,8,0,0,0,0,clear,76.0,2,9.9
2025-09-08 01:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,8,0,0,0,0,clear,59.2,18,36.1
2025-09-08 02:03:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,8,0,0,0,0,cloudy,68.1,27,55.56
2025-09-08 02:18:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,9,0,0,0,0,clear,81.6,5,16.89
2025-09-08 02:48:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,9,0,0,0,0,clear,66.8,0,0.0
2025-09-08 03:18:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,10,0,0,0,0,rain,75.3,202,26.58
2025-09-08 03:18:26.285849,Southwest Rec Center,SWRC Tennis Courts,Z-SWRC-11,40,GYMS,10,0,0,0,0,clear,61.7,2,35.4
2025-09-08 03:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,10,0,0,0,0,rain,71.6,22,45.51
2025-09-08 03:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,10,0,0,0,0,clear,79.5,6,12.33
2025-09-08 03:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,10,0,0,0,0,rain,88.0,0,0.0
2025-09-08 03:33:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,10,0,0,0,0,cloudy,76.6,0,16.89
2025-09-08 03:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,10,0,0,0,0,clear,85.2,0,8.16
2025-09-08 03:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,10,0,0,0,0,cloudy,82.7,0,2.37
2025-09-08 04:03:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,10,0,0,0,0,rain,83.3,0,32.82
2025-09-08 04:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,0,0,0,0,clear,83.1,33,33.71
2025-09-08 04:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,11,0,0,0,0,cloudy,74.8,0,1.53
2025-09-08 04:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,0,0,0,0,clear,76.8,1,7.19
2025-09-08 05:03:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,11,0,0,0,0,clear,74.3,113,14.88
2025-09-08 05:18:26.285849,Southwest Rec Center,Multi-Purpose Court 6,Z-SWRC-10,30,GYMS,12,0,0,0,0,rain,66.7,9,33.07
2025-09-08 05:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,12,0,0,0,0,clear,63.4,151,6.85
2025-09-08 05:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,12,0,0,0,0,clear,69.7,22,44.45
2025-09-08 05:48:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,12,0,0,0,0,cloudy,83.2,24,48.73
2025-09-08 06:03:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,12,0,0,0,0,clear,70.9,0,7.27
2025-09-08 06:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,13,0,0,0,0,clear,68.2,1,33.42
2025-09-08 07:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,14,0,0,0,0,clear,83.1,33,33.55
2025-09-08 08:03:26.285849,Smathers Libraries,Smathers Library,Z-SL-06,231,LIBRARIES,14,0,0,0,0,cloudy,59.3,107,46.53
2025-09-08 08:03:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,14,0,0,0,0,clear,77.0,158,68.24
2025-09-08 08:18:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,15,0,0,0,0,clear,75.4,1,23.72
2025-09-08 08:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,15,0,0,0,0,clear,78.7,11,23.77
2025-09-08 08:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,15,0,0,0,0,clear,74.6,24,24.26
2025-09-08 08:33:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,15,0,0,0,0,clear,70.7,14,24.08
2025-09-08 08:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,15,0,0,0,0,clear,80.0,31,31.32
2025-09-08 11:03:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,17,0,0,0,0,rain,71.6,6,13.28
2025-09-08 11:18:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,18,0,0,0,0,clear,73.1,8,29.3
2025-09-08 11:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,18,0,0,0,0,clear,76.3,663,30.03
2025-09-08 12:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,19,0,0,0,0,cloudy,72.4,1,1.65
2025-09-08 13:03:26.285849,Southwest Rec Center,Multi-Purpose Court 5,Z-SWRC-09,30,GYMS,19,0,0,0,0,clear,62.9,0,23.13
2025-09-08 13:18:26.285849,Southwest Rec Center,Multi-Purpose Court 4,Z-SWRC-08,30,GYMS,20,0,0,0,0,cloudy,69.9,12,41.12
2025-09-08 13:48:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,20,0,0,0,0,cloudy,69.8,24,57.97
2025-09-08 13:48:26.285849,Student Recreation and Fitness Centre,SRFC Squash,Z-SRFC-01,8,GYMS,20,0,0,0,0,cloudy,67.9,2,32.18
2025-09-08 14:18:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,21,0,0,0,0,cloudy,63.5,0,0.0
2025-09-08 14:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,21,0,0,0,0,clear,80.0,0,16.09
2025-09-08 15:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,22,0,0,0,0,clear,67.1,0,0.0
2025-09-08 15:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,22,0,0,0,0,clear,64.7,21,42.48
2025-09-08 15:33:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,22,0,0,0,0,cloudy,66.7,42,52.96
2025-09-08 15:33:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,22,0,0,0,0,cloudy,69.7,0,0.53
2025-09-08 16:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,23,0,0,0,0,clear,78.0,1,1.1
2025-09-08 17:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,23,0,0,0,0,clear,76.1,4,4.74
2025-09-08 17:18:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,0,0,0,0,0,clear,78.7,0,0.0
2025-09-08 18:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,1,0,0,0,0,rain,81.4,1,1.0
2025-09-08 19:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,2,0,0,0,0,clear,65.6,0,1.18
2025-09-08 22:18:26.285849,Southwest Rec Center,SWRC Tennis Courts,Z-SWRC-11,40,GYMS,5,0,0,0,0,cloudy,67.8,1,3.19
2025-09-08 22:18:26.285849,Southwest Rec Center,Multi-Purpose Court 4,Z-SWRC-08,30,GYMS,5,0,0,0,0,clear,83.8,2,8.35
2025-09-08 23:48:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,6,0,0,0,0,rain,86.9,8,40.24
2025-09-09 00:18:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,7,1,0,0,0,rain,77.3,8,20.7
2025-09-09 00:33:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,7,1,0,0,0,clear,67.8,53,66.92
2025-09-09 01:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,8,1,0,0,0,cloudy,64.8,0,0.0
2025-09-09 01:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,8,1,0,0,0,clear,77.6,5,5.58
2025-09-09 01:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,8,1,0,0,0,cloudy,86.2,5,11.85
2025-09-09 01:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,8,1,0,0,0,cloudy,87.4,2,6.58
2025-09-09 02:33:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,9,1,0,0,0,cloudy,69.9,27,34.83
2025-09-09 03:18:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,10,1,0,0,0,rain,81.8,3,8.59
2025-09-09 03:18:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,10,1,0,0,0,rain,83.7,17,34.52
2025-09-09 03:33:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,10,1,0,0,0,cloudy,85.9,14,11.67
2025-09-09 03:33:26.285849,Southwest Rec Center,Multi-Purpose Court 1,Z-SWRC-05,30,GYMS,10,1,0,0,0,clear,63.0,2,8.92
2025-09-09 03:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,10,1,0,0,0,cloudy,66.0,0,0.0
2025-09-09 04:03:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,10,1,0,0,0,clear,62.4,3,7.88
2025-09-09 04:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,1,0,0,0,clear,73.0,1,1.93
2025-09-09 04:33:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,11,1,0,0,0,rain,75.2,11,28.77
2025-09-09 04:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,1,0,0,0,rain,80.0,2,2.75
2025-09-09 04:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,11,1,0,0,0,cloudy,68.9,10,20.34
2025-09-09 04:48:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,11,1,0,0,0,rain,76.3,23,18.81
2025-09-09 05:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,11,1,0,0,0,cloudy,68.8,7,7.96
2025-09-09 05:03:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,11,1,0,0,0,rain,73.9,0,0.0
2025-09-09 05:18:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,12,1,0,0,0,rain,76.0,11,19.34
2025-09-09 05:33:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,12,1,0,0,0,rain,72.4,6,31.2
2025-09-09 05:48:26.285849,Southwest Rec Center,Multi-Purpose Court 3,Z-SWRC-07,30,GYMS,12,1,0,0,0,clear,83.7,5,17.94
2025-09-09 05:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,12,1,0,0,0,clear,82.4,6,6.32
2025-09-09 05:48:26.285849,Student Recreation and Fitness Centre,SRFC Table Tennis,Z-SRFC-02,12,GYMS,12,1,0,0,0,clear,64.4,0,44.43
2025-09-09 06:18:26.285849,Southwest Rec Center,Multi-Purpose Court 2,Z-SWRC-06,30,GYMS,13,1,0,0,0,clear,66.2,0,0.0
2025-09-09 06:18:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,13,1,0,0,0,cloudy,75.8,2,44.09
2025-09-09 06:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,13,1,0,0,0,rain,83.0,1,1.43
2025-09-09 07:03:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,13,1,0,0,0,clear,79.8,19,33.13
2025-09-09 07:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,14,1,0,0,0,clear,72.7,4,28.51
2025-09-09 07:33:26.285849,Student Recreation and Fitness Centre,SRFC Lower Functional Area,Z-SRFC-05,30,GYMS,14,1,0,0,0,cloudy,89.3,10,35.83
2025-09-09 07:48:26.285849,Southwest Rec Center,Multi-Purpose Court 4,Z-SWRC-08,30,GYMS,14,1,0,0,0,clear,69.6,8,27.56
2025-09-09 08:03:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,14,1,0,0,0,rain,68.2,18,36.33
2025-09-09 08:03:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,14,1,0,0,0,clear,89.8,26,53.63
2025-09-09 08:03:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,14,1,0,0,0,rain,81.4,11,28.38
2025-09-09 08:18:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,15,1,0,0,0,cloudy,81.2,0,3.12
2025-09-09 08:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,15,1,0,0,0,clear,70.7,10,21.45
2025-09-09 08:48:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,15,1,0,0,0,rain,88.6,1,11.61
2025-09-09 09:18:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,16,1,0,0,0,clear,58.6,381,50.16
2025-09-09 09:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,16,1,0,0,0,cloudy,67.3,1056,47.86
2025-09-09 09:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,16,1,0,0,0,cloudy,76.1,5,14.37
2025-09-09 10:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,17,1,0,0,0,clear,68.8,0,2.6
2025-09-09 10:33:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,17,1,0,0,0,rain,83.7,29,99.84
2025-09-09 10:48:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,17,1,0,0,0,clear,70.6,10,20.33
2025-09-09 10:48:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,17,1,0,0,0,cloudy,71.6,911,41.29
2025-09-09 11:03:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,17,1,0,0,0,rain,85.3,5,5.67
2025-09-09 11:33:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,18,1,0,0,0,clear,65.7,55,69.31
2025-09-09 11:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,18,1,0,0,0,rain,72.1,0,1.31
2025-09-09 11:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,18,1,0,0,0,cloudy,70.9,2,5.49
2025-09-09 12:18:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,19,1,0,0,0,cloudy,70.1,64,52.08
2025-09-09 12:18:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,19,1,0,0,0,clear,77.1,46,63.4
2025-09-09 12:33:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,19,1,0,0,0,clear,61.8,0,6.01
2025-09-09 12:33:26.285849,Student Recreation and Fitness Centre,SRFC Racquetball,Z-SRFC-07,20,GYMS,19,1,0,0,0,clear,81.3,0,2.27
2025-09-09 13:18:26.285849,Smathers Libraries,Education Library,Z-SL-05,560,LIBRARIES,20,1,0,0,0,clear,73.9,220,39.45
2025-09-09 13:18:26.285849,Southwest Rec Center,Multi-Purpose Court 4,Z-SWRC-08,30,GYMS,20,1,0,0,0,cloudy,72.9,12,41.36
2025-09-09 14:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,1,0,0,0,clear,71.6,0,0.2
2025-09-09 14:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,21,1,0,0,0,clear,92.8,3,3.68
2025-09-09 14:18:26.285849,Southwest Rec Center,UVS Sand Volleyball,Z-SWRC-12,20,GYMS,21,1,0,0,0,clear,67.4,4,24.15
2025-09-09 14:18:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,21,1,0,0,0,clear,78.2,0,5.7
2025-09-09 14:33:26.285849,Smathers Libraries,Marston Science Library,Z-SL-02,2208,LIBRARIES,21,1,0,0,0,clear,84.8,1218,55.19
2025-09-09 14:48:26.285849,Student Recreation and Fitness Centre,SRFC Multi-purpose Court,Z-SRFC-06,40,GYMS,21,1,0,0,0,rain,76.0,4,10.66
2025-09-09 16:03:26.285849,Southwest Rec Center,Maguire Field,Z-SWRC-01,100,GYMS,22,1,0,0,0,clear,95.5,3,20.42
2025-09-09 16:33:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,23,1,0,0,0,rain,72.0,0,0.0
2025-09-09 16:48:26.285849,Smathers Libraries,Health Science Center Library,Z-SL-03,761,LIBRARIES,23,1,0,0,0,rain,80.8,175,23.12
2025-09-09 18:33:26.285849,Southwest Rec Center,Multi-Purpose Court 3,Z-SWRC-07,30,GYMS,1,1,0,0,0,clear,76.8,0,1.94
2025-09-09 19:48:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,2,1,0,0,0,rain,89.1,0,5.2
2025-09-09 21:18:26.285849,Lake Wauberg,LW North,LW,100,OUTDOORS,4,1,0,0,0,clear,68.4,0,0.0
2025-09-10 00:18:26.285849,Smathers Libraries,Library West,Z-SL-01,1564,LIBRARIES,7,2,0,0,0,rain,66.7,49,16.37
2025-09-10 00:48:26.285849,Southwest Rec Center,SWRC Cardio Room 1,Z-SWRC-03,60,GYMS,7,2,0,0,0,clear,69.7,25,43.11
2025-09-10 01:03:26.285849,Aquatics,Florida Pool,Z-AQ-01,50,AQUATICS,7,2,0,0,0,cloudy,77.1,1,20.77
2025-09-10 01:48:26.285849,Aquatics,O'Connell Center Pool,Z-AQ-02,40,AQUATICS,8,2,0,0,0,rain,71.6,5,13.3
2025-09-10 02:18:26.285849,Student Recreation and Fitness Centre,SRFC Cardio Room,Z-SRFC-04,50,GYMS,9,2,0,0,0,clear,81.9,9,18.12
2025-09-10 03:18:26.285849,Southwest Rec Center,Multi-Purpose Court 1,Z-SWRC-05,30,GYMS,10,2,0,0,0,clear,67.4,11,37.79
2025-09-10 03:33:26.285849,Smathers Libraries,Architecture and Fine Arts Library,Z-SL-04,124,LIBRARIES,10,2,0,0,0,cloudy,71.6,3,16.33
2025-09-10 03:48:26.285849,Student Recreation and Fitness Centre,SRFC Weight Room,Z-SRFC-03,80,GYMS,10,2,0,0,0,clear,72.5,41,51.32
2025-09-10 03:48:26.285849,Southwest Rec Center,SWRC Cardio Room 2,Z-SWRC-04,50,GYMS,10,2,0,0,0,clear,63.3,17,35.46
